WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
to deal with;9;v;1;zajmować się czymś;;
to justify;9;v;2;uzasadnić;;
to lower;9;v;1;opuścić, obniżyć;;
to lubricate;9;v;2;smarować;;
to moor;9;v;3;cumować;;
to raise;9;v;2;podnieść;;
to remove;9;v;2;usunąć;;
to store;9;v;2;gromadzić;przechowywać;
to vaporize;9;v;2;parować;;
towing;9;n;2;holowanie;;
travelling block;9;n;3;wielokrążek ruchomy;;
turntable;9;n;2;stół obrotowy;;
useful life;9;n;3;okres użytkowania;czas eksploatacji;
vapour;9;n;2;para, opary;;
well;9;n;2;odwiert;szyb wiertniczy;
aerator;10;n;2;urządzenie napowietrzające;;
alluvial;10;adj;3;naniesiony;;
aluminium;10;n;1;aluminium;;
assessment;10;n;2;ocena, oszacowanie;;
biodiesel;10;n;1;biopaliwo;;
bird reserve;10;n;1;rezerwat ptaków;;
chlorine;10;n;3;chlor;;
coagulant;10;n;2;czynnik koagulujący, koagulant;;
crack;10;n;2;pęknięcie;;
cycle route;10;n;2;ścieżka rowerowa;;
disbelief;10;n;2;niedowierzanie;;
drain;10;n;3;odpływ, drenaż;;
efficiency;10;n;2;wydajność;;
excess;10;n;3;nadmiar;;
fertile;10;adj;2;żyzny, urodzajny;;
filtration;10;n;1;filtracja;;
flue gas treatment;10;n;3;oczyszczanie gazów spalinowych;;
fluoride;10;n;3;fluorek;;
footpath;10;n;2;ścieżka, dróżka;;
foreman;10;n;2;brygadzista;;
fresh water;10;n;2;woda słodka;;
grit;10;n;3;żwir, piasek gruboziarnisty;;
habitat;10;n;3;siedlisko, naturalne środowisko;;
impurities;10;n;2;nieczystości;;
innovative;10;adj;2;innowacyjny, nowatorski;;
landfill;10;n;2;składowisko odpadów;wysypisko śmieci;
locally;10;adv;1;lokalnie;;
microstrainer;10;n;3;mikrosito;;
odour-free;10;adj;3;bezwonny;;
on-going;10;adj;2;trwający, ciągły;;
particle;10;n;2;cząsteczka;;
pathogen;10;n;2;patogen;;
postgraduate;10;adj;3;podyplomowy;;
proposal;10;n;2;propozycja;;
purification;10;n;2;oczyszczanie;;
remediation;10;n;3;rekultywacja;;
reservoir;10;n;2;zbiornik, rezerwuar;;
scale;10;n;1;skala;;
sedimentation tank;10;n;3;zbiornik osadowy;;
settling basin;10;n;3;osadnik;;
sewage treatment;10;n;3;oczyszczanie ścieków;;
significant;10;adj;2;znaczny, istotny;;
sludge;10;n;3;osad;szlam;
solid waste management;10;n;3;utylizacja odpadów stałych;;
sulphate;10;n;3;siarczan;;
sustainable;10;adj;3;zrównoważony, stabilny;obojętny dla środowiska;
taste-free;10;adj;3;bezsmakowy;;
to angle;10;v;2;ustawić pod kątem;;
to apologise;10;v;2;przeprosić;;
to apply;10;v;2;zastosować;;
to commute;10;v;2;dojeżdżać codziennie;;
to confirm;10;v;2;potwierdzić;;
to disinfect;10;v;1;dezynfekować;;
to harm;10;v;2;szkodzić, krzywdzić;;
to overflow;10;v;2;przepełnić (się), przelać (się);;
to purify;10;v;2;oczyszczać;;
to reduce;10;v;1;zredukować;;
to review;10;v;2;dokonać przeglądu, inspekcji;;
to safeguard;10;v;3;zabezpieczyć, chronić;;
to screen;10;v;3;przesiewać;;
to settle;10;v;2;osiadać, wytrącać się;;
to share;10;v;2;dzielić się czymś;;
to spray;10;v;2;opryskać;;
tooth decay;10;n;3;próchnica zębów;;
tram;10;n;1;tramwaj;;
twig;10;n;3;gałązka;;
ventilation;10;n;1;wentylacja;;
water curtain;10;n;1;kurtyna wodna;;
wetland;10;n;2;obszar podmokły;mokradło;
arm;11;n;1;ramię;;
balance;11;n;1;balans;;
brain;11;n;1;mózg;;
bumper;11;n;2;zderzak;;
caterpillar tracks;11;n;3;gąsienice pojazdu;;
contamination;11;n;3;skażenie;zanieczyszczenie;
dirt;11;n;1;brud;;
drop;11;n;2;spadek;kropla;
electronic tracks;11;n;3;prowadnice elektroniczne;;
entire;11;adj;2;całkowity, cały;;
experimental;11;adj;1;eksperymentalny;;
extreme;11;adj;2;krańcowy, skrajny;;
fuel;11;n;2;paliwo;;
gently;11;adv;2;delikatnie;;
heat sensor;11;n;2;czujnik ciepła;;
incision;11;n;3;nacięcie;;
incredibly;11;adv;2;niesamowicie, niewiarygodnie;;
industrial;11;adj;2;przemysłowy;;
infrared;11;n;3;podczerwień;;
mechanization;11;n;1;mechanizacja;;
movable;11;adj;2;ruchomy;;
obstacle;11;n;2;przeszkoda;;
pacemaker;11;n;3;rozrusznik serca;;
pincers;11;n;3;szczypce;;
power pack;11;n;2;zasilacz;;
robotics;11;n;1;robotyka;;
sensory system;11;n;2;system czujników;;
suction;11;n;2;ssanie;;
sudden;11;adj;2;nagły;;
surgery;11;n;2;operacja chirurgiczna;;
to blink;11;v;3;mrugać;;
to detect;11;v;2;wykryć;;
to exert;11;v;3;wywierać;;
to feed;11;v;3;dostarczać, wprowadzać dane;karmić;
to fidget;11;v;3;wiercić się;;
to navigate;11;v;1;nawigować;;
to probe;11;v;3;sondować;przeszukiwać, badać;
to resemble;11;v;2;przypominać coś wyglądem;;
to reverse;11;v;3;cofać pojazd;;
touch;11;n;1;dotyk;;
treatment;11;n;2;leczenie;traktowanie;
vacuum cleaner;11;n;2;odkurzacz;;
vibration;11;n;1;wibracja;;
alloy;12;n;3;stop metali;;
antenna;12;n;1;antena;;
boiling point;12;n;2;punkt wrzenia;;
carcass;12;n;3;szkielet konstrukcji;;
central panel;12;n;3;płycina drzwi;;
chamber;12;n;2;komora;;
chipboard;12;n;3;płyta wiórowa;;
clip;12;n;3;zacisk, klamerka, klips;;
compact fluorescent bulb;12;n;3;świetlówka;;
compatible with;12;adj;1;zgodny, kompatybilny z;;
computer numeric control;12;n;2;sterowanie numeryczne;;
digital photo frame;12;n;2;fotograficzna ramka cyfrowa;;
edgebanding;12;n;3;okleinowanie obrzeży;wykańczanie krawędzi;
electric kettle;12;n;1;czajnik elektryczny;;
electrode;12;n;1;elektroda;;
evaporation;12;n;2;parowanie (zmiana stanu skupienia);;
expansion valve;12;n;3;zawór rozprężny;;
fitting;12;n;3;okucie;;
flowchart;12;n;3;schemat blokowy;;
format;12;n;1;format;;
frost-free;12;adj;3;bezszronowy;;
granite;12;n;1;granit;;
heat exchange coil;12;n;3;wężownica wymiennika ciepła;;
hinge;12;n;3;zawias;;
household;12;n;3;gospodarstwo domowe;;
image;12;n;2;wizerunek, obraz;;
impact;12;n;2;wpływ;;
incandescent light bulb;12;n;3;lampa żarowa;żarówka tradycyjna;
knob;12;n;2;pokrętło, gałka;;
manual;12;n;2;podręcznik;;
marble;12;n;2;marmur;;
material;12;n;1;materiał;;
medium density fibreboard;12;n;3;płyta pilśniowa średniej gęstości;;
melamine-coated;12;adj;3;pokryty melaminą;;
mercury;12;n;2;rtęć;;
moulded door;12;n;2;drzwi profilowane, frezowane;;
normally;12;adv;1;normalnie;;
product;12;n;1;produkt;;
rail;12;n;3;ramiak poziomy;szyna;
refrigerant;12;n;3;substancja chłodząca;;
roughness;12;n;3;chropowatość;;
slab door;12;n;2;drzwi płytowe;;
slate;12;n;3;łupek (skała);;
solid wood;12;n;2;lite drewno;;
stile;12;n;3;podłużnica, ramiak pionowy;;
strip;12;n;2;pasek;;
tap;12;n;2;kran;;
thermostat;12;n;1;termostat;;
timer;12;n;2;wyłącznik czasowy;;
to absorb;12;v;2;pochłaniać;;
to carve;12;v;2;rzeźbić, wycinać;;
to cool;12;v;1;oziębiać;;
to denib;12;v;3;szlifować, polerować;;
to glow;12;v;2;jarzyć się;;
to immerse;12;v;2;zanurzyć;;
to melt;12;v;2;topić się (zmiana stanu skupienia);;
to squeeze;12;v;2;ściskać;;
to weigh;12;v;2;ważyć;;
trade fair;12;n;2;targi handlowe;;
vinyl-wrapped;12;adj;3;pokryty folią winylową;;
wattage;12;n;3;moc w watach;;
worktop;12;n;3;blat kuchenny;powierzchnia robocza;
acoustic;13;adj;1;akustyczny;;
ally;13;n;2;sojusznik;;
analyst;13;n;2;analityk;;
armoured vehicle;13;n;2;pojazd opancerzony;;
ballistic cover;13;n;2;osłona balistyczna;;
battlefield extraction;13;n;3;ewakuacja z pola walki;;
bow;13;n;2;dziób statku;;
carbon fibre;13;n;3;włókno węglowe;;
conflict;13;n;1;konflikt;;
countermeasure;13;n;2;przeciwdziałanie;środek zaradczy;
cupola;13;n;3;kopuła;;
detection;13;n;1;wykrycie;;
exhaust outlet;13;n;3;otwór wylotowy spalin;;
ferrous;13;adj;2;żelazny;;
fibre optic cable;13;n;3;światłowód;;
foam;13;n;3;pianka;;
folding boom;13;n;3;składany wysięgnik;;
footbridge;13;n;2;kładka;;
glare;13;n;2;oślepiające światło, błysk;;
gripper;13;n;3;chwytak;;
guided missile;13;n;2;pocisk kierowany;;
harbour;13;n;3;przystań;;
hostile;13;adj;2;wrogi;;
hull;13;n;3;kadłub;;
ineffective;13;adj;2;nieskuteczny;;
integrated circuit;13;n;2;układ scalony;;
low magnetic signature;13;n;3;niska wykrywalność magnetyczna;;
low radar signature;13;n;3;niska wykrywalność radarowa;;
mast;13;n;1;maszt;;
mine;13;n;1;mina (ładunek wybuchowy);;
missile;13;n;2;pocisk rakietowy;;
multi-purpose gun;13;n;2;działko wielozadaniowe;;
non-lethal weapon;13;n;3;broń obezwładniająca;;
opponent;13;n;2;przeciwnik;;
policing;13;n;2;patrolowanie, nadzorowanie;;
prone position;13;n;3;pozycja leżąca;;
radar;13;n;1;radar;;
rifle;13;n;2;karabin;;
rigid;13;adj;3;sztywny;;
riot;13;n;3;zamieszki uliczne;;
round;13;n;2;nabój;;
sceptical;13;adj;1;sceptyczny;;
scout;13;n;2;zwiadowca;;
shield;13;n;2;tarcza;;
sonar;13;n;1;sonar;;
soundproof;13;adj;3;dźwiękoszczelny;;
spool;13;n;2;szpula;;
stealth aircraft;13;n;3;niewykrywalny samolot;;
superiority;13;n;2;wyższość, przewaga;;
surveillance;13;n;2;obserwacja;;
thruster;13;n;3;ster strumieniowy;;
to avoid;13;v;2;unikać;;
to classify;13;v;1;klasyfikować;;
to conceal;13;v;2;ukryć;;
to cripple;13;v;2;unieruchomić, uszkodzić;;
to electroplate;13;n;3;galwanizować;powlekać elektrolitycznie;
to incapacitate;13;v;3;obezwładnić;;
to minimize;13;v;1;minimalizować;;
to rescue;13;v;2;ratować;;
to trigger;13;v;3;wyzwolić, uruchomić;;
vulnerable;13;adj;2;narażony;;
warship;13;n;1;okręt wojenny;;
water jet;13;n;3;urządzenie do cięcia wodą;;
waterjet propulsor;13;n;3;pędnik wodnoodrzutowy;;
watermill;13;n;2;młyn wodny;;
wounded;13;adj;2;ranny;;
zoom lens;13;n;2;obiektyw zmienno-ogniskowy;;
amplifier;14;n;3;wzmacniacz;;
variable capacitor;14;n;3;kondensator zmienny;;
diode;14;n;1;dioda;;
resistor;14;n;3;opornik;rezystor;
logic gate;14;n;2;bramka logiczna;;
relay;14;n;3;przekaźnik;;
transistor;14;n;1;tranzystor;;
switch;14;n;2;łącznik elektryczny;;
single-pole;14;adj;3;jednopobiegunowy;;
single-throw;14;adj;3;jednopozycyjny;;
single-pole single-throw switch;14;n;3;wyłącznik elektryczny;;
potentiometer;14;n;1;potencjometr;;
circuit;14;n;2;obwód;;
collector;14;n;2;kolektor tranzystora;;
emitter;14;n;2;emiter tranzystora;;
base;14;n;2;baza tranzystora;;
resistance;14;n;2;oporność;;
frost;14;n;2;mróz;;
thermistor;14;n;1;termistor;;
sensitive;14;adj;2;czuły;;
sparking;14;n;2;iskrzenie;;
buzzer;14;n;2;brzęczyk;;
silicon;14;n;2;krzem;;
germanium;14;n;3;german;;
binary;14;adj;1;binarny;;
digit;14;n;2;cyfra;;
lithium;14;n;2;lit;;
semiconductor;14;n;3;półprzewodnik;;
residual current device;14;n;3;wyłącznik różnicowo-prądowy;;
to trip;14;v;3;uruchomić, aktywować;;
electromagnet;14;n;1;elektromagnes;;
logic probe;14;n;2;próbnik;;
lighthouse;14;n;2;latarnia morska;;
direct current;14;n;3;prąd stały;;
alternate current;14;n;3;prąd zmienny;;
solid state device;14;n;2;urządzenie półprzewodnikowe;;
to give up;14;v;2;zaprzestać, porzucić;;
radio beacon;14;n;3;radioalatarnia;;
buoy;14;n;2;boja;;
reflector;14;n;1;reflektor;;
accurate;14;adj;2;dokładny;;
remote;14;adj;2;odległy;;
inductor;14;n;3;cewka;;
thin;14;adj;1;cienki;;
thickness;14;n;2;grubość;;
value;14;n;2;wartość;;
pre-set;14;adj;2;uprzednio nastawiony, domyślny;;
damp;14;adj;3;wilgotny;;
npn junction;14;n;3;złącze półprzewodnikowe npn;;
to actuate;14;v;3;wzbudzić, uruchomić;;
to adjust;14;v;2;dostosować, wyregulować;;
to discharge;14;v;2;rozładować, wyładować (elektrycznie);;
to induce;14;v;2;indukować;;
to modulate;14;v;1;modulować;;
to step down/up;14;v;2;zmniejszyć/zwiększyć;;
frequency;14;n;2;częstotliwość;;
transformer;14;n;1;transformator;;
magnetic flux;14;n;3;strumień indukcji magnetycznej;;
secondary coil;14;n;3;uzwojenie wtórne;;
oscillator;14;n;1;oscylator;;
knowledgeable;14;adj;2;znający się na rzeczy;;
convincing;14;adj;2;przekonujący;;
eye contact;14;n;1;kontakt wzrokowy;;
contact;14;n;2;styk;;
voltage;14;n;2;napięcie elektryczne;;
to install;15;v;1;zainstalować;;
satisfaction;15;n;1;satysfakcja;;
point;15;n;1;punkt, kropka;;
ironing board;15;n;1;deska do prasowania;;
constructive;15;adj;1;konstruktywny;;
sector;15;n;1;sektor;;
stage;15;n;2;etap;;
network designer;15;n;2;projektant sieci;;
to sit exams;15;v;2;przystąpić do egzaminów;;
path;15;n;2;ścieżka;;
to climb;15;v;2;wspinać się;;
constantly;15;adv;2;ciągle, stale;;
to introduce;15;v;2;wprowadzić coś ;przedstawić kogoś;
supplier;15;n;2;dostawca;;
covering letter;15;n;2;list motywacyjny;;
checklist;15;n;2;lista kontrolna;;
strength;15;n;2;siła;;
weakness;15;n;2;słabość;;
applicant;15;n;2;osoba ubiegająca się o coś;;
to consider;15;v;2;rozważyć;;
fortunate;15;adj;2;szczęśliwy, pomyślny;;
valuable;15;adj;2;wartościowy;;
deadline;15;n;2;termin końcowy, ostateczny;;
attitude;15;n;2;podejście;;
to appreciate;15;v;2;doceniać;;
telephone exchange;15;n;3;centrala telefoniczna;;
pole;15;n;3;słup;tyczka;
attendance;15;n;3;uczestnictwo;;
multitasking;15;n;3;wielozadaniowość;;
milk round;15;n;3;firmowa wizyta rekrutacyjna na uczelni;;
hands-on;15;adj;3;praktyczny, bezpośredni;;
to implement;15;v;3;wdrożyć;;
conscientious;15;adj;3;sumienny;;
to annotate;15;v;3;opatrzyć notatkami, objaśnieniami;;
key point;15;n;1;punkt kluczowy;;
decision maker;15;n;3;decydent;;
to roll the dice;15;v;3;rzucać kostką (do gry);;
energy;15;n;1;energia;;
instruction;15;n;1;instrukcja;;
candidate;15;n;1;kandydat;;
