WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
frakcja;9;n;1;fraction;u³amek;
platforma stacjonarna;9;n;2;gravity platform;platforma grawitacyjna;
pusty, wydr¹¿ony;9;adj;2;hollow;;
weglowodór;9;n;2;hydrocarbon;;
platforma samopodnoœna;9;n;3;jack-up rig;;
graniatka;9;n;3;kelly;;
benzyna;9;n;1;petrol;;
jednostka napêdowa;9;n;2;power plant;zespó³ silnikowy;
obrotowa wie¿a wiertnicza;9;n;3;rotary derrick;;
doœwiadczony pracownik fizyczny;9;n;3;roughneck;;
niewykwalifikowany pracownik fizyczny;9;n;3;roustabout;;
pó³zanurzalny;9;adj;3;semi-submersible ;;
p³ytki (przym.);9;adj;2;shallow;;
bezpieczne, os³oniête wody;9;n;3;sheltered waters;;
szczelina;9;n;2;slot;otwór;
platforma typu SPAR;9;n;2;spar platform;;
kwadratowy;9;adj;1;square;;
stabilnoœæ;9;n;1;stability;równowaga;
stalowy;9;adj;1;steel;;
g³owica p³uczkowa;9;n;3;swivel;;
platforma pionowo kotwiczona;9;n;3;tension leg platform;;
zmieniæ;9;v;2;to alter;przerobiæ;
skraplaæ (siê);9;v;2;to condense;;
sk³adaæ siê z;9;v;2;to consist of;;
zajmowaæ siê czymœ;9;v;1;to deal with;;
uzasadniæ;9;v;2;to justify;;
opuœciæ, obni¿yæ;9;v;1;to lower;;
smarowaæ;9;v;2;to lubricate;;
cumowaæ;9;v;3;to moor;;
podnieœæ;9;v;2;to raise;;
usun¹æ;9;v;2;to remove;;
gromadziæ;9;v;2;to store;przechowywaæ;
parowaæ;9;v;2;to vaporize;;
holowanie;9;n;2;towing;;
wielokr¹¿ek ruchomy;9;n;3;travelling block;;
stó³ obrotowy;9;n;2;turntable;;
okres u¿ytkowania;9;n;3;useful life;czas eksploatacji;
para, opary;9;n;2;vapour;;
odwiert;9;n;2;well;szyb wiertniczy;
urz¹dzenie napowietrzaj¹ce;10;n;2;aerator;;
naniesiony;10;adj;3;alluvial;;
aluminium;10;n;1;aluminium;;
ocena, oszacowanie;10;n;2;assessment;;
biopaliwo;10;n;1;biodiesel;;
rezerwat ptaków;10;n;1;bird reserve;;
chlor;10;n;3;chlorine;;
czynnik koaguluj¹cy, koagulant;10;n;2;coagulant;;
pêkniêcie;10;n;2;crack;;
œcie¿ka rowerowa;10;n;2;cycle route;;
niedowierzanie;10;n;2;disbelief;;
odp³yw, drena¿;10;n;3;drain;;
wydajnoœæ;10;n;2;efficiency;;
nadmiar;10;n;3;excess;;
¿yzny, urodzajny;10;adj;2;fertile;;
filtracja;10;n;1;filtration;;
oczyszczanie gazów spalinowych;10;n;3;flue gas treatment;;
fluorek;10;n;3;fluoride;;
œcie¿ka, dró¿ka;10;n;2;footpath;;
brygadzista;10;n;2;foreman;;
woda s³odka;10;n;2;fresh water;;
¿wir, piasek gruboziarnisty;10;n;3;grit;;
siedlisko, naturalne œrodowisko;10;n;3;habitat;;
nieczystoœci;10;n;2;impurities;;
innowacyjny, nowatorski;10;adj;2;innovative;;
sk³adowisko odpadów;10;n;2;landfill;wysypisko œmieci;
lokalnie;10;adv;1;locally;;
mikrosito;10;n;3;microstrainer;;
bezwonny;10;adj;3;odour-free;;
trwaj¹cy, ci¹g³y;10;adj;2;on-going;;
cz¹steczka;10;n;2;particle;;
patogen;10;n;2;pathogen;;
podyplomowy;10;adj;3;postgraduate;;
propozycja;10;n;2;proposal;;
oczyszczanie;10;n;2;purification;;
rekultywacja;10;n;3;remediation;;
zbiornik, rezerwuar;10;n;2;reservoir;;
skala;10;n;1;scale;;
zbiornik osadowy;10;n;3;sedimentation tank;;
osadnik;10;n;3;settling basin;;
oczyszczanie œcieków;10;n;3;sewage treatment;;
znaczny, istotny;10;adj;2;significant;;
osad;10;n;3;sludge;szlam;
utylizacja odpadów sta³ych;10;n;3;solid waste management;;
siarczan;10;n;3;sulphate;;
zrównowa¿ony, stabilny;10;adj;3;sustainable;obojêtny dla œrodowiska;
bezsmakowy;10;adj;3;taste-free;;
ustawiæ pod k¹tem;10;v;2;to angle;;
przeprosiæ;10;v;2;to apologise;;
zastosowaæ;10;v;2;to apply;;
doje¿d¿aæ codziennie;10;v;2;to commute;;
potwierdziæ;10;v;2;to confirm;;
dezynfekowaæ;10;v;1;to disinfect;;
szkodziæ, krzywdziæ;10;v;2;to harm;;
przepe³niæ (siê), przelaæ (siê);10;v;2;to overflow;;
oczyszczaæ;10;v;2;to purify;;
zredukowaæ;10;v;1;to reduce;;
dokonaæ przegl¹du, inspekcji;10;v;2;to review;;
zabezpieczyæ, chroniæ;10;v;3;to safeguard;;
przesiewaæ;10;v;3;to screen;;
osiadaæ, wytr¹caæ siê;10;v;2;to settle;;
dzieliæ siê czymœ;10;v;2;to share;;
opryskaæ;10;v;2;to spray;;
próchnica zêbów;10;n;3;tooth decay;;
tramwaj;10;n;1;tram;;
ga³¹zka;10;n;3;twig;;
wentylacja;10;n;1;ventilation;;
kurtyna wodna;10;n;1;water curtain;;
obszar podmok³y;10;n;2;wetland;mokrad³o;
ramiê;11;n;1;arm;;
balans;11;n;1;balance;;
mózg;11;n;1;brain;;
zderzak;11;n;2;bumper;;
g¹sienice pojazdu;11;n;3;caterpillar tracks;;
ska¿enie;11;n;3;contamination;zanieczyszczenie;
brud;11;n;1;dirt;;
spadek;11;n;2;drop;kropla;
prowadnice elektroniczne;11;n;3;electronic tracks;;
ca³kowity, ca³y;11;adj;2;entire;;
eksperymentalny;11;adj;1;experimental;;
krañcowy, skrajny;11;adj;2;extreme;;
paliwo;11;n;2;fuel;;
delikatnie;11;adv;2;gently;;
czujnik ciep³a;11;n;2;heat sensor;;
naciêcie;11;n;3;incision;;
niesamowicie, niewiarygodnie;11;adv;2;incredibly;;
przemys³owy;11;adj;2;industrial;;
podczerwieñ;11;n;3;infrared;;
mechanizacja;11;n;1;mechanization;;
ruchomy;11;adj;2;movable;;
przeszkoda;11;n;2;obstacle;;
rozrusznik serca;11;n;3;pacemaker;;
szczypce;11;n;3;pincers;;
zasilacz;11;n;2;power pack;;
robotyka;11;n;1;robotics;;
system czujników;11;n;2;sensory system;;
ssanie;11;n;2;suction;;
nag³y;11;adj;2;sudden;;
operacja chirurgiczna;11;n;2;surgery;;
mrugaæ;11;v;3;to blink;;
wykryæ;11;v;2;to detect;;
wywieraæ;11;v;3;to exert;;
dostarczaæ, wprowadzaæ dane;11;v;3;to feed;karmiæ;
wierciæ siê;11;v;3;to fidget;;
nawigowaæ;11;v;1;to navigate;;
sondowaæ;11;v;3;to probe;przeszukiwaæ, badaæ;
przypominaæ coœ wygl¹dem;11;v;2;to resemble;;
cofaæ pojazd;11;v;3;to reverse;;
dotyk;11;n;1;touch;;
leczenie;11;n;2;treatment;traktowanie;
odkurzacz;11;n;2;vacuum cleaner;;
wibracja;11;n;1;vibration;;
stop metali;12;n;3;alloy;;
antena;12;n;1;antenna;;
punkt wrzenia;12;n;2;boiling point;;
szkielet konstrukcji;12;n;3;carcass;;
p³ycina drzwi;12;n;3;central panel;;
komora;12;n;2;chamber;;
p³yta wiórowa;12;n;3;chipboard;;
zacisk, klamerka, klips;12;n;3;clip;;
œwietlówka;12;n;3;compact fluorescent bulb;;
zgodny, kompatybilny z;12;adj;1;compatible with;;
sterowanie numeryczne;12;n;2;computer numeric control;;
fotograficzna ramka cyfrowa;12;n;2;digital photo frame;;
okleinowanie obrze¿y;12;n;3;edgebanding;wykañczanie krawêdzi;
czajnik elektryczny;12;n;1;electric kettle;;
elektroda;12;n;1;electrode;;
parowanie (zmiana stanu skupienia);12;n;2;evaporation;;
zawór rozprê¿ny;12;n;3;expansion valve;;
okucie;12;n;3;fitting;;
schemat blokowy;12;n;3;flowchart;;
format;12;n;1;format;;
bezszronowy;12;adj;3;frost-free;;
granit;12;n;1;granite;;
wê¿ownica wymiennika ciep³a;12;n;3;heat exchange coil;;
zawias;12;n;3;hinge;;
gospodarstwo domowe;12;n;3;household;;
wizerunek, obraz;12;n;2;image;;
wp³yw;12;n;2;impact;;
lampa ¿arowa;12;n;3;incandescent light bulb;¿arówka tradycyjna;
pokrêt³o, ga³ka;12;n;2;knob;;
podrêcznik;12;n;2;manual;;
marmur;12;n;2;marble;;
materia³;12;n;1;material;;
p³yta pilœniowa œredniej gêstoœci;12;n;3;medium density fibreboard;;
pokryty melamin¹;12;adj;3;melamine-coated;;
rtêæ;12;n;2;mercury;;
drzwi profilowane, frezowane;12;n;2;moulded door;;
normalnie;12;adv;1;normally;;
produkt;12;n;1;product;;
ramiak poziomy;12;n;3;rail;szyna;
substancja ch³odz¹ca;12;n;3;refrigerant;;
chropowatoœæ;12;n;3;roughness;;
drzwi p³ytowe;12;n;2;slab door;;
³upek (ska³a);12;n;3;slate;;
lite drewno;12;n;2;solid wood;;
pod³u¿nica, ramiak pionowy;12;n;3;stile;;
pasek;12;n;2;strip;;
kran;12;n;2;tap;;
termostat;12;n;1;thermostat;;
wy³¹cznik czasowy;12;n;2;timer;;
poch³aniaæ;12;v;2;to absorb;;
rzeŸbiæ, wycinaæ;12;v;2;to carve;;
oziêbiaæ;12;v;1;to cool;;
szlifowaæ, polerowaæ;12;v;3;to denib;;
jarzyæ siê;12;v;2;to glow;;
zanurzyæ;12;v;2;to immerse;;
topiæ siê (zmiana stanu skupienia);12;v;2;to melt;;
œciskaæ;12;v;2;to squeeze;;
wa¿yæ;12;v;2;to weigh;;
targi handlowe;12;n;2;trade fair;;
pokryty foli¹ winylow¹;12;adj;3;vinyl-wrapped;;
moc w watach;12;n;3;wattage;;
blat kuchenny;12;n;3;worktop;powierzchnia robocza;
akustyczny;13;adj;1;acoustic;;
sojusznik;13;n;2;ally;;
analityk;13;n;2;analyst;;
pojazd opancerzony;13;n;2;armoured vehicle;;
os³ona balistyczna;13;n;2;ballistic cover;;
ewakuacja z pola walki;13;n;3;battlefield extraction;;
dziób statku;13;n;2;bow;;
w³ókno wêglowe;13;n;3;carbon fibre;;
konflikt;13;n;1;conflict;;
przeciwdzia³anie;13;n;2;countermeasure;œrodek zaradczy;
kopu³a;13;n;3;cupola;;
wykrycie;13;n;1;detection;;
otwór wylotowy spalin;13;n;3;exhaust outlet;;
¿elazny;13;adj;2;ferrous;;
œwiat³owód;13;n;3;fibre optic cable;;
pianka;13;n;3;foam;;
sk³adany wysiêgnik;13;n;3;folding boom;;
k³adka;13;n;2;footbridge;;
oœlepiaj¹ce œwiat³o, b³ysk;13;n;2;glare;;
chwytak;13;n;3;gripper;;
pocisk kierowany;13;n;2;guided missile;;
przystañ;13;n;3;harbour;;
wrogi;13;adj;2;hostile;;
kad³ub;13;n;3;hull;;
nieskuteczny;13;adj;2;ineffective;;
uk³ad scalony;13;n;2;integrated circuit;;
niska wykrywalnoœæ magnetyczna;13;n;3;low magnetic signature;;
niska wykrywalnoœæ radarowa;13;n;3;low radar signature;;
maszt;13;n;1;mast;;
mina (³adunek wybuchowy);13;n;1;mine;;
pocisk rakietowy;13;n;2;missile;;
dzia³ko wielozadaniowe;13;n;2;multi-purpose gun;;
broñ obezw³adniaj¹ca;13;n;3;non-lethal weapon;;
przeciwnik;13;n;2;opponent;;
patrolowanie, nadzorowanie;13;n;2;policing;;
pozycja le¿¹ca;13;n;3;prone position;;
radar;13;n;1;radar;;
karabin;13;n;2;rifle;;
sztywny;13;adj;3;rigid;;
zamieszki uliczne;13;n;3;riot;;
nabój;13;n;2;round;;
sceptyczny;13;adj;1;sceptical;;
zwiadowca;13;n;2;scout;;
tarcza;13;n;2;shield;;
sonar;13;n;1;sonar;;
dŸwiêkoszczelny;13;adj;3;soundproof;;
szpula;13;n;2;spool;;
niewykrywalny samolot;13;n;3;stealth aircraft;;
wy¿szoœæ, przewaga;13;n;2;superiority;;
obserwacja;13;n;2;surveillance;;
ster strumieniowy;13;n;3;thruster;;
unikaæ;13;v;2;to avoid;;
klasyfikowaæ;13;v;1;to classify;;
ukryæ;13;v;2;to conceal;;
unieruchomiæ, uszkodziæ;13;v;2;to cripple;;
galwanizowaæ;13;n;3;to electroplate;powlekaæ elektrolitycznie;
obezw³adniæ;13;v;3;to incapacitate;;
minimalizowaæ;13;v;1;to minimize;;
ratowaæ;13;v;2;to rescue;;
wyzwoliæ, uruchomiæ;13;v;3;to trigger;;
nara¿ony;13;adj;2;vulnerable;;
okrêt wojenny;13;n;1;warship;;
urz¹dzenie do ciêcia wod¹;13;n;3;water jet;;
pêdnik wodnoodrzutowy;13;n;3;waterjet propulsor;;
m³yn wodny;13;n;2;watermill;;
ranny;13;adj;2;wounded;;
obiektyw zmienno-ogniskowy;13;n;2;zoom lens;;
wzmacniacz;14;n;3;amplifier;;
kondensator zmienny;14;n;3;variable capacitor;;
dioda;14;n;1;diode;;
opornik;14;n;3;resistor;rezystor;
bramka logiczna;14;n;2;logic gate;;
przekaŸnik;14;n;3;relay;;
tranzystor;14;n;1;transistor;;
³¹cznik elektryczny;14;n;2;switch;;
jednopobiegunowy;14;adj;3;single-pole;;
jednopozycyjny;14;adj;3;single-throw;;
wy³¹cznik elektryczny;14;n;3;single-pole single-throw switch;;
potencjometr;14;n;1;potentiometer;;
obwód;14;n;2;circuit;;
kolektor tranzystora;14;n;2;collector;;
emiter tranzystora;14;n;2;emitter;;
baza tranzystora;14;n;2;base;;
opornoœæ;14;n;2;resistance;;
mróz;14;n;2;frost;;
termistor;14;n;1;thermistor;;
czu³y;14;adj;2;sensitive;;
iskrzenie;14;n;2;sparking;;
brzêczyk;14;n;2;buzzer;;
krzem;14;n;2;silicon;;
german;14;n;3;germanium;;
binarny;14;adj;1;binary;;
cyfra;14;n;2;digit;;
lit;14;n;2;lithium;;
pó³przewodnik;14;n;3;semiconductor;;
wy³¹cznik ró¿nicowo-pr¹dowy;14;n;3;residual current device;;
uruchomiæ, aktywowaæ;14;v;3;to trip;;
elektromagnes;14;n;1;electromagnet;;
próbnik;14;n;2;logic probe;;
latarnia morska;14;n;2;lighthouse;;
pr¹d sta³y;14;n;3;direct current;;
pr¹d zmienny;14;n;3;alternate current;;
urz¹dzenie pó³przewodnikowe;14;n;2;solid state device;;
zaprzestaæ, porzuciæ;14;v;2;to give up;;
radioalatarnia;14;n;3;radio beacon;;
boja;14;n;2;buoy;;
reflektor;14;n;1;reflector;;
dok³adny;14;adj;2;accurate;;
odleg³y;14;adj;2;remote;;
cewka;14;n;3;inductor;;
cienki;14;adj;1;thin;;
gruboœæ;14;n;2;thickness;;
wartoœæ;14;n;2;value;;
uprzednio nastawiony, domyœlny;14;adj;2;pre-set;;
wilgotny;14;adj;3;damp;;
z³¹cze pó³przewodnikowe npn;14;n;3;npn junction;;
wzbudziæ, uruchomiæ;14;v;3;to actuate;;
dostosowaæ, wyregulowaæ;14;v;2;to adjust;;
roz³adowaæ, wy³adowaæ (elektrycznie);14;v;2;to discharge;;
indukowaæ;14;v;2;to induce;;
modulowaæ;14;v;1;to modulate;;
zmniejszyæ/zwiêkszyæ;14;v;2;to step down/up;;
czêstotliwoœæ;14;n;2;frequency;;
transformator;14;n;1;transformer;;
strumieñ indukcji magnetycznej;14;n;3;magnetic flux;;
uzwojenie wtórne;14;n;3;secondary coil;;
oscylator;14;n;1;oscillator;;
znaj¹cy siê na rzeczy;14;adj;2;knowledgeable;;
przekonuj¹cy;14;adj;2;convincing;;
kontakt wzrokowy;14;n;1;eye contact;;
styk;14;n;2;contact;;
napiêcie elektryczne;14;n;2;voltage;;
zainstalowaæ;15;v;1;to install;;
satysfakcja;15;n;1;satisfaction;;
punkt, kropka;15;n;1;point;;
deska do prasowania;15;n;1;ironing board;;
konstruktywny;15;adj;1;constructive;;
sektor;15;n;1;sector;;
etap;15;n;2;stage;;
projektant sieci;15;n;2;network designer;;
przyst¹piæ do egzaminów;15;v;2;to sit exams;;
œcie¿ka;15;n;2;path;;
wspinaæ siê;15;v;2;to climb;;
ci¹gle, stale;15;adv;2;constantly;;
wprowadziæ coœ ;15;v;2;to introduce;przedstawiæ kogoœ;
dostawca;15;n;2;supplier;;
list motywacyjny;15;n;2;covering letter;;
lista kontrolna;15;n;2;checklist;;
si³a;15;n;2;strength;;
s³aboœæ;15;n;2;weakness;;
osoba ubiegaj¹ca siê o coœ;15;n;2;applicant;;
rozwa¿yæ;15;v;2;to consider;;
szczêœliwy, pomyœlny;15;adj;2;fortunate;;
wartoœciowy;15;adj;2;valuable;;
termin koñcowy, ostateczny;15;n;2;deadline;;
podejœcie;15;n;2;attitude;;
doceniaæ;15;v;2;to appreciate;;
centrala telefoniczna;15;n;3;telephone exchange;;
s³up;15;n;3;pole;tyczka;
uczestnictwo;15;n;3;attendance;;
wielozadaniowoœæ;15;n;3;multitasking;;
firmowa wizyta rekrutacyjna na uczelni;15;n;3;milk round;;
praktyczny, bezpoœredni;15;adj;3;hands-on;;
wdro¿yæ;15;v;3;to implement;;
sumienny;15;adj;3;conscientious;;
opatrzyæ notatkami, objaœnieniami;15;v;3;to annotate;;
punkt kluczowy;15;n;1;key point;;
decydent;15;n;3;decision maker;;
rzucaæ kostk¹ (do gry);15;v;3;to roll the dice;;
energia;15;n;1;energy;;
instrukcja;15;n;1;instruction;;
kandydat;15;n;1;candidate;;
